Мэрия города Кочкор-Ата,41.0371185,72.4790696,Джалал-Абадская область,Кочкор-Ата
Государственная администрация Кара-Кульджинского района Ошской области,40.634189,73.5906105,Джалал-Абадская область,Кара Кулжа
Счетная палата Кыргызской Республики,42.8791888,74.5919274,Чуйская область,Бишкек
Аппарат Президента КР,41.20438,74.766098,Чуйская область,Бишкек
Государственная налоговая служба при Правительстве Кыргызской Республики,42.8767344,74.594469,Чуйская область,Бишкек
Аппарат Правительства Кыргызской Республики,42.8800704,74.6039909,Чуйская область,Бишкек
Аппарат Жогорку Кенеша Кыргызской Республики,41.20438,74.766098,Чуйская область,Бишкек
Аппарат Правительства КР,41.20438,74.766098,Чуйская область,Бишкек
Аппарат Жогорку Кенеша КР,41.20438,74.766098,Чуйская область,Бишкек
Чуйская районная государственная администрация,42.5655,74.4056612,Чуйская область,Бишкек
Жогорку Кенеш Кыргызской Республики,42.8772492,74.6002389,Чуйская область,Бишкек
Мэрия города Каинда,42.8297548,73.6830521,Чуйская область,Жайыл
Государственная администрация Чаткалского района Джалал-Абадской области,41.8241681,71.097317,Джалал-Абадская область,Чаткал
Ноокатская районная государственная администрация,40.0368118,72.6151169,Ошская область,Ноокат
Баткенский областной суд,40.0536531,70.8141786,Баткенская область,Баткен
Государственная служба финансовой разведки при Правительстве Кыргызской Республики,42.8821142,74.5976226,Чуйская область,Бишкек
Министерство энергетики и промышленности,42.8821142,74.5976226,Чуйская область,Бишкек
Мэрия города Жалал-Абад,40.93007,73.0011386,Джалал-Абадская область,Джалал Абад
Министерство чрезвычайных ситуаций Кыргызской Республики,40.5255681,72.7935541,Ошская область,Ош
Государственная таможенная служба при Правительстве Кыргызской Республики,42.8821142,74.5976226,Чуйская область,Бишкек
Военный суд КР,42.8821142,74.5976226,Чуйская область,Бишкек
Верховный суд КР,42.8796081,74.605566,Чуйская область,Бишкек
Свердловский районный суд г.Бишкек,42.8697758,74.6163468,Чуйская область,Бишкек
Государственная служба по борьбе с экономическими преступлениями при Правительстве         Кыргызской Республики,42.8532441,74.5926664,Чуйская область,Бишкек
Муниципальная администрация мэрии гор.Бишкек по Свердловскому району,42.8744034,74.6345794,Чуйская область,Бишкек
Министерство внутренних дел Кыргызской Республики,42.8807207,74.6092764,Чуйская область,Бишкек
Аппарат Президента Кыргызской Республики,42.8807207,74.6092764,Чуйская область,Бишкек
Московский районный суд,42.8284766,74.0949834,Чуйская область,Беловодское
Сокулукский районный суд,42.857496,74.3025192,Чуйская область,Сокулук
Таласский областной суд,42.5317628,72.2304571,Таласская область,Талас
Иссык-Кульский областной суд,42.643763,77.0646098,Иссык-Кульская область,Чолпон-Ата
Государственная администрация Жайылского района Чуйской области,42.8198365,73.8444704,Чуйская область,Жайыл
Гор. кенеш г.Баткен,40.054846,70.8209144,Баткенская область,Баткен
Мэрия гор.Кара-Балта,42.8014367,73.8519242,Чуйская область,Жайыл
Бишкекский городской кенеш,42.8704385,74.6026989,Чуйская область,Бишкек
Государственная служба исполнения наказаний при Правительстве Кыргызской Республики,42.8747641,74.6166287,Чуйская область,Бишкек
Мэрия гор. Кызыл-Кия,40.2589098,72.1314662,Ошская область,Кызыл-Кия
Государственная администрация Джумгальского района Нарынской области,41.2943227,75.3412179,Нарынская область,Джумгал
Тогуз-Тороуская районная государственная администрация,41.4078056,74.0251407,Нарынская область,Казарман
Первомайский районный суд г.Бишкек,42.8650908,74.6103052,Чуйская область,Бишкек
"Государственное агентство по делам молодежи, физической культуры и спорта при Правительстве Кыргызской Республики",42.8809986,74.5965518,Чуйская область,Бишкек
Государственная служба по борьбе с экономической преступностью при Правительстве Кыргызской Республики (Финполиция),42.8532441,74.5926664,Чуйская область,Бишкек
Мэрия гор. Ноокат,40.2640215,72.616775,Ошская область,Ноокат
Министерство иностранных дел,42.8800996,74.6078539,Чуйская область,Бишкек
Мэрия города Сулюкта,39.9409707,69.5777712,Баткенская область,Сулюкта
Октябрьский районный суд г.Бишкек,42.8796081,74.605566,Чуйская область,Бишкек
Аппарат Правительства  Кыргызской Республики,42.8800704,74.6039909,Чуйская область,Бишкек
Государственная кадровая служба Кыргызской Республики,42.8716,74.595333,Чуйская область,Бишкек
Высшая аттестационная комиссия КР,42.864577,74.6050684,Чуйская область,Бишкек
Департамент драгоценных металлов Министерство финансов Кыргызской Республики,42.8807207,74.6092764,Чуйская область,Бишкек
Государственная служба интеллектуальной собственности и инноваций  при Правительстве Кыргызской Республики,42.8687469,74.6163447,Чуйская область,Бишкек
Конституционная палата ВС КР,42.8687469,74.6163447,Чуйская область,Бишкек
Таласский районный суд,42.5317628,72.2304571,Таласская область,Талас
Генеральный штаб Вооруженных сил Кыргызской Республики,42.8740697,74.5989782,Чуйская область,Бишкек
Аламудунский районный суд,42.8796081,74.605566,Чуйская область,Бишкек
Государственная администрация Токтогульского  района Джалал-Абадской области,41.8760133,72.9401509,Джалал-Абадская область,Токтогул
Судебный департамент Верховный суд КР,42.8796081,74.605566,Чуйская область,Бишкек
Министерство чрезвучайных ситуаций Кыргызской Республики,40.5255681,72.7935541,Ошская область,Ош
Генеральная прокуратура Кыргызской Республики,42.8328175,74.5899316,Чуйская область,Бишкек
"Министерство труда, миграции и молодежи Кыргызской Республики",42.8804554,74.605393,Чуйская область,Бишкек
Государственная администрация Ат-Башынского района Нарынской области,40.9370063,76.2710833,Нарынская область,Ат-Баши
Министерство сельского хозяйства и мелиорации Кыргызской Республики,42.8740103,74.6037984,Чуйская область,Бишкек
Центральная комиссия по выборам и проведению референдумов Кыргызской Республики,42.8799571,74.6051164,Чуйская область,Бишкек
Государственная администрация Нарынского района Нарынской области,41.4289682,75.9978443,Нарынская область,Нарын
Муниципальная администрация мэрии г.Бишкек по Первомайскому административному району,42.8835535,74.6003761,Чуйская область,Бишкек
Городской кенеш г.Балыкчы,42.4624691,76.1899661,Иссык-Кульская область,Балыкчи
Ысык-Атинский районный суд,42.8909598,74.8568621,Чуйская область,Кант
Межрайонный суд г.Бишкек,42.8714942,74.5744299,Чуйская область,Бишкек
"Государственное агентство по делам молодежи, физической культуры и спорта",42.8809986,74.5965518,Чуйская область,Бишкек
Каракольский городской суд,42.5000894,78.4040765,Иссык-Кульская область,Каракол
Государственная администрация Узгенского района Ошской области,40.7799603,73.6065223,Ошская область,Узген
Гор.кенеш г.Кызыл-Кия,40.2487413,72.1297653,Баткенская область,Кызыл-Кия
Министерство иностранных дел Кыргызской Республики,42.8800996,74.6078539,Чуйская область,Бишкек
Кара-Суйский районный суд,40.7077046,72.888064,Ошская область,Кара-Суу
Ошский городской суд,40.5293451,72.7973383,Ошская область,Ош
Государственная администрация Иссык-Кульского района Иссык-Кульской области,42.643763,77.0646098,Иссык-Кульская область,Чолпон-Ата
Государственная служба регулирования и надзора за финансовым рынком при Правительстве  Кыргызской Республики.,42.8809986,74.5965518,Чуйская область,Бишкек
Московская районная государственная администрация,42.8867867,74.657608,Чуйская область,Бишкек
Сулюктинский районный суд,39.9251113,69.6549196,Баткенская область,Восточный
Государственная администрация Бакай-Атинского района Таласской области,42.2867339,72.5204827,Таласская область,Бакай-Ата
Мэрия города Кызыл-Кыя,40.2589098,72.1314662,Ошская область,Кызыл-Кия
Нарынская районная государственная администрация,41.2943227,75.3412179,Нарынская область,Нарын
Городской кенеш г.Майлуу-Суу,41.248221,72.455402,Джалал-Абадская область,Майли Суу
Мэрия города Орловка,42.7478226,75.5917092,Чуйская область,Орловка
Сокулукская районная государственная администрация,42.8714353,74.3255996,Чуйская область,Сокулук
Государственное агентство связи при Государственном комитете информационных технологий и связи Кыргызской Республики,42.8716,74.623336,Чуйская область,Бишкек
Мэрия гор.  Баткен,40.0479169,70.8165799,Баткенская область,Баткен
Мэрия гор.  Кара-Кол,42.4901454,78.3974478,Иссык-Кульская область,Каракол
Мэрия города Ноокат,40.2589428,72.131487,Ошская область,Кызыл-Кия
Первомайский районный суд,42.8650947,74.6081112,Чуйская область,Бишкек
Мэрия гор. Бишкек,42.8761068,74.5865111,Чуйская область,Бишкек
Ат-Башинский районный суд,41.1687945,75.8227045,Нарынская область,Ат-Баши
Токтогульская районная государственная администрация,41.8727845,72.9295204,Джалал-Абадская область,Токтогул
Токмокский городской суд,42.8394561,75.2880862,Чуйская область,Токмок
Государственная администрация Базар-Коргонского  района Джалал-Абадской области,41.0285386,72.7392711,Джалал-Абадская область,Бaзaр-Кoргoн
Правительство Кыргызской Республики,42.8800704,74.6039909,Чуйская область,Бишкек
Мэрия гор.  Майлуу-Суу,41.248221,72.455402,Джалал-Абадская область,Майли Суу
Межрайонный суд г.Бишкек,42.8714942,74.5744299,Чуйская область,Бишкек
Кара-Бууринская районная государственная администрация,42.467206,71.2874209,Таласская область,Кара Буура
Бишкекский городской суд,42.8704385,74.6026989,Чуйская область,Бишкек
Ноокенская районная государственная администрация,41.1414007,72.6151169,Джалал-Абадская область,Ноокен
Полномочное представительство Правительства Кыргызской Республики в Нарынской области,41.4247951,76.0107546,Нарынская область,Нарын
"Министерство культуры, информации и туризма Кыргызской Республики",42.8767228,74.6053765,Чуйская область,Бишкек
Нарынский межрайонный суд,41.4247951,76.0107546,Нарынская область,Нарын
Мэрия гор. Кара-Суу,40.7084699,72.8781322,Ошская область,Кара-Суу
Фонд обязательного медицинского страхования при Правительстве Кыргызской Респудлики,40.0542995,70.8156341,Баткенская область,Баткен
Муниципальная администрация мэрии гор.Бишкек по Первомайскому району,42.8835535,74.6003761,Чуйская область,Бишкек
Министерство образования и науки Кыргызской Республики,42.8778904,74.5795958,Чуйская область,Бишкек
Государственная инспекция по экологической и технической безопасности,42.8432396,74.6052159,Чуйская область,Бишкек
Лейлекская районная государственная администрация,39.8244768,69.5051333,Баткенская область,Исфана
Чуйский областной суд,42.8533047,74.579512,Чуйская область,Бишкек
Мэрия гор.  Джалал-Абад,40.93007,73.0011386,Джалал-Абадская область,Джалал Абад
Кеминская районная государственная администрация,42.7819104,75.6903001,Чуйская область,Кемин
Министерство финансов Кыргызской Республики,42.8808181,74.6064033,Чуйская область,Бишкек
Тонская районная государственная администрация,42.1148784,76.9976079,Иссык-Кульская область,Боконбаев
Государственная администрация Кеминского района Чуйской области,42.7819104,75.6903001,Чуйская область,Кемин
Генеральная прокуратура Кыргызской Республики,42.8328175,74.5899316,Чуйская область,Бишкек
Жогорку Кенеш Кыргызской Республики,42.8772492,74.6002389,Чуйская область,Бишкек
Мэрия гор. Баткен,40.0479169,70.8165799,Баткенская область,Баткен
Министерство труда и социального развития Кыргызской Республики,42.8778904,74.5795958,Чуйская область,Бишкек
Социальный фонд Кыргызской Республики,42.850876,74.608522,Чуйская область,Бишкек
Государственная администрация Араванского района Ошской области,40.435113,72.4968189,Ошская область,Араван
Араванская районная государственная администрация,40.435113,72.4968189,Ошская область,Араван
Чаткальская районная государственная администрация,41.8241681,71.097317,Джалал-Абадская область,Чаткал
Военный суд Балыкчинского гарнизона,42.4538801,76.1536213,Иссык-Кульская область,Балыкчи
Государственная администрация Ак-Талинского района Нарынской области,41.0627526,74.7805192,Нарынская область,Баетово
Жалал-Абадский областной суд,40.925507,73.0069158,Джалал-Абадская область,Джалал Абад
Департамент развития лесных экосистем и особо охраняемых природных территорий Государственного агентства охраны окружающей среды и лесного хозяйства при Правительстве Кыргызской Республики,42.8716,74.623336,Чуйская область,Бишкек
Мэрия города Исфана,39.8385107,69.5254607,Баткенская область,Исфана
Государственная администрация Панфиловского района Чуйской области,42.7186804,73.6065223,Чуйская область,Панфилов
Полномочное представительство Правительства Кыргызской Республики в Чуйской области,42.5655,74.4056612,Чуйская область,Токмок
Гор.кенеш г.Балыкчы,42.4624691,76.1899661,Иссык-Кульская область,Балыкчи
Государственный центр судебных экспертиз Министерство юстиции Кыргызской Республики,42.8474863,74.6111691,Чуйская область,Бишкек
Государственное агентство антимонопольного регулирования при Правительстве Кыргызской Республики,42.8474863,74.6111691,Чуйская область,Бишкек
Баткенский районный суд,40.0565523,70.8153398,Баткенская область,Баткен
Мэрия гор. Нарын,41.4286029,75.9982497,Нарынская область,Нарын
Государственная администрация Баткенского района Баткенской области,39.9721425,69.8597406,Баткенская область,Баткен
Полномочное представительство Правительства Кыргызской Республики в Баткенской области,39.9721425,69.8597406,Баткенская область,Баткен
Мэрия гор.  Кок-Жангак,41.0470664,73.1025036,Джалал-Абадская область,Кок Жангак
Мэрия гор.  Таш-Комур,41.3373738,72.2186128,Джалал-Абадская область,Таш-Кумыр
Ленинский районный суд г.Бишкек,42.8775213,74.5730465,Чуйская область,Бишкек
Полномочное представительство Правительства Кыргызской Республики в Баткенской области,39.9721425,69.8597406,Баткенская область,Баткен
Государственная пограничная служба при Правительстве Кыргызской Республики,42.8528957,74.6043445,Чуйская область,Бишкек
Государственный комитет информационных технологий и связи Кыргызской Республики,42.8716,74.623336,Чуйская область,Бишкек
Министерство юстиции Кыргызской Республики,42.8741813,74.5744432,Чуйская область,Бишкек
Полномочное представительство Правительства Кыргызской Республики в Таласской области,42.2867339,72.5204827,Таласская область,Талас
Фонд по управлению государственным имуществом при Правительстве Кыргызской Республики,42.8704203,74.5906388,Чуйская область,Бишкек
Джумгальская районная государственная администрация,41.9347176,74.5118092,Нарынская область,Чаек
Мэрия города Токтогул,41.8760133,72.9401509,Джалал-Абадская область,Токтогул
Государственная служба интеллектуальной собственности и инноваций при Правительстве         Кыргызской Республики (Кыргызпатент),42.8687469,74.6163447,Чуйская область,Бишкек
Мэрия города Кара-Балта,42.8014367,73.8519242,Чуйская область,Кара-Балта
Мэрия города Нарын,41.4286029,75.9982497,Нарынская область,Нарын
Мэрия гор. Каракол,42.4901454,78.3974478,Иссык-Кульская область,Каракол
Ак-Талинская районная государственная администрация,41.0627526,74.7805192,Нарынская область,Баетово
Аламудунская районная государственная администрация,42.6997271,74.5463282,Чуйская область,Лебединовка
Ат-Башинская районная государственная администрация,41.1701401,75.7933902,Нарынская область,Ат-Баши
Министерство обороны Кыргызской Республики,42.8740569,74.5988157,Чуйская область,Бишкек
Полномочное представительство Правительства Кыргызской Республики в Жалал-Абадской области,41.106808,72.8988069,Джалал-Абадская область,Джалал Абад
Государственная служба по контролю наркотиков при Правительстве Кыргызской Республики,42.8716086,74.6179764,Чуйская область,Бишкек
Государственная комиссия по делам религий Кыргызской Республики,42.8716086,74.6179764,Чуйская область,Бишкек
Государственная администрация Чон-Алайского района Ошской области,39.4982257,72.236379,Ошская область,Дараут-Курган
Мэрия гор. Балыкчи,42.4624691,76.1899661,Иссык-Кульская область,Балыкчи
Кочкорская районная государственная администрация,41.0370519,72.4628161,Джалал-Абадская область,Кочкор-Ата
Мэрия города Кок-Жангак,41.0470664,73.1025036,Джалал-Абадская область,Кок Жангак
Мэрия города Айдаркен,39.9370531,71.3408707,Баткенская область,Айдаркен
Мэрия города Каракол,42.4901454,78.3974478,Иссык-Кульская область,Каракол
Токмокский горкенеш,42.822377,75.3178952,Чуйская область,Токмок
Муниципальная администрация мэрии гор.Бишкек по Октябрьскому району,42.8512123,74.6105797,Чуйская область,Бишкек
Аппарат Омбудсмена Кыргызской Республики,42.8768005,74.6091468,Чуйская область,Бишкек
"Государственное агентство архитектуры, строительства и жилищно-коммунального хозяйства при Правительстве Кыргызской Республики",42.8723671,74.587115,Чуйская область,Бишкек
Жайылская районная государственная администрация,42.8198365,73.8444704,Чуйская область,Кара-Балта
Таласский городской суд,42.5317628,72.2304571,Таласская область,Талас
Государственная администрация Ак-Сууйского района Иссык-Кульской области,42.1859428,77.5619419,Иссык-Кульская область,Ак-Суу
Алайский районный суд,40.3112472,73.4467473,Ошская область,Гульча
Мэрия города Баткен,40.0479169,70.8165799,Баткенская область,Баткен
Департамент регистрации транспортных средств и водительского состава Государственная регистрационная служба при Правительстве Кыргызской Республики,42.8741813,74.5744432,Чуйская область,Бишкек
Кадамжайский районный суд,40.1297331,71.7237162,Баткенская область,Кадамжай
Государственная администрация Ноокатского района Ошской области,40.0368118,72.6151169,Ошская область,Ноокат
Министерство транспорта и коммуникаций Кыргызской Республики,42.8709139,74.5906753,Чуйская область,Бишкек
Нарынский областной суд,41.427778,76.0011751,Нарынская область,Нарын
Городской кенеш г.Жалал-Абад,40.9331541,72.9814877,Джалал-Абадская область,Джалал Абад
Базар-Коргонская районная государственная администрация,41.0342028,72.7184629,Джалал-Абадская область,Базар Коргон
Национальная гвардия Кыргызской Республики,42.8742794,74.5974329,Чуйская область,Бишкек
Министерство иностранных дел Кргызской Республики,42.8800996,74.6078539,Чуйская область,Бишкек
Баткенский межрайонный суд,40.0565523,70.8153398,Баткенская область,Баткен
Государственная администрация Кочкорского района Нарынской области,42.0991031,75.5276699,Нарынская область,Кочкор-Ата
Государственная администрация Ноокенского  района Джалал-Абадской области,41.1414007,72.6151169,Джалал-Абадская область,Ноокен
Мэрия гор.  Кочкор-Ата,41.0371185,72.4790696,Джалал-Абадская область,Ноокен
Министерство экономики Кыргызской Республики,42.8755199,74.6089375,Чуйская область,Бишкек
Государственный комитет национальной безопасности Кыргызской Республики,42.8741813,74.5744432,Чуйская область,Бишкек
Муниципальная администрация мэрии г.Бишкек по Октябрьскому административному району,42.8761068,74.5865111,Чуйская область,Бишкек
Сузакская районная государственная администрация,40.9001774,72.8847598,Джалал-Абадская область,Сузак
Государственная служба миграции при Правительстве КР,42.8675302,74.6038115,Чуйская область,Бишкек
Ысык-Атинская районная государственная администрация,42.7061589,74.8741045,Чуйская область,Кант
Мэрия гор. Орловка,42.7467108,75.578792,Чуйская область,Орловка
Полномочное представительство Правительства Кыргызской Республики в Нарынской области,41.2943227,75.3412179,Нарынская область,Нарын
Государственная администрация Манасского района Таласской области,42.6677981,71.8096941,Таласская область,Манас
Нарынский районный суд,41.4289795,75.9993343,Нарынская область,Нарын
Мэрия города Шопоков,42.8579959,74.3415481,Чуйская область,Шопоков
Полномочное представительство Правительства Кыргызской Республики в Иссык-Кульской области,42.1859428,77.5619419,Иссык-Кульская область,Каракол
Центральная избирательная комиссия Кыргызской Республики,42.8741813,74.5744432,Чуйская область,Бишкек
Департамент лесоохотустройства при Государственном агентстве охраны окружающей среды и лесного хозяйства при Правительстве Кыргызской Республики,42.8741813,74.5744432,Чуйская область,Бишкек
Полномочное представительство Правительства Кыргызской Республики в Джалал-Абадской области,41.106808,72.8988069,Джалал-Абадская область,Джалал Абад
Государственная администрация Тонского района Иссык-Кульской области,42.1148784,76.9976079,Иссык-Кульская область,Боконбаев
Муниципальная администрация мэрии г.Бишкек по Свердловскому административному району,42.8761068,74.5865111,Чуйская область,Бишкек
Мэрия города Узген,40.769213,73.297428,Джалал-Абадская область,Узген
Жалал-Абадский обастной суд,40.925507,73.0069158,Джалал-Абадская область,Джалал Абад
Мэрия гор. Сулюкта,39.9338165,69.5678329,Баткенская область,Сулюкта
Управление делами Президента и Правительства КР,42.8741813,74.5744432,Чуйская область,Бишкек
Мэрия гор. Каинда,42.8297548,73.6830521,Чуйская область,Жайыл
Государственная служба исполнения наказаний  при Правительстве Кыргызской Республики,42.8747641,74.6166287,Чуйская область,Бишкек
Мэрия города Кадамжай,40.1264589,71.7236931,Баткенская область,Кадамжай
Мэрия города Кара-Суу,40.7084699,72.8781322,Ошская область,Кара-Суу
Гор. кенеш г.Каракол,42.4782102,78.3955986,Иссык-Кульская область,Каракол
Мэрия гор. Кадамжай,40.1307182,71.7225695,Баткенская область,Кадамжай
"Министерство культуры, информации и туризма  Кыргызской Республики",42.8767228,74.6053765,Чуйская область,Бишкек
Государственная служба миграции при Правительстве Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
Министерство образования и науки Кыргызской Республики,42.8778904,74.5795958,Чуйская область,Бишкек
Мэрия города Балыкчы,42.4624691,76.1899661,Иссык-Кульская область,Балыкчи
Полномочное представительство Правительства Кыргызской Республики в Таласской области,42.2867339,72.5204827,Таласская область,Талас
Государственная администрация Кара-Бууринского района Таласской области,42.467206,71.2874209,Таласская область,Кара Буура
Государственная служба по борьбе с экономическими преступлениями при Правительстве Кыргызской Республики,42.8532441,74.5926664,Чуйская область,Бишкек
"Гендирекция ""Биосферная территория ""Иссык-Кель"" при Государственном агентстве охраны окружающей среды и лесного хозяйства при Правительстве Кыргызской Республики",42.8741813,74.5744432,Чуйская область,Бишкек
Государственное агентство геологии и минеральным ресурсам,42.8741813,74.5744432,Чуйская область,Бишкек
Информационно-консультационный центр при Государственной службе миграции при Правительстве Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
Государственная администрация Лейлекского района Баткенской области,39.8759515,69.7644353,Баткенская область,Баткен
Государственный комитет по делам обороны Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
Гор. кенеш г.Балыкчы,42.4624691,76.1899661,Иссык-Кульская область,Балыкчи
Мэрия гор. Шопоков,42.8579959,74.3415481,Чуйская область,Шопоков
Полномочное представительство Правительства Кыргызской Республики в Ошской области,39.8407366,72.8988069,Ошская область,Ош
Бакай-Атинская районная государственная администрация,42.4863001,71.9101953,Таласская область,Бакай-Ата
Мэрия города Кербен,41.4939376,71.7479357,Джалал-Абадская область,Кербен
Национальный банк Кыргызской Республики,42.8764375,74.5859845,Чуйская область,Бишкек
Государственная регистрационная служба при Правительстве Кыргызской Республики,42.8711535,74.6023662,Чуйская область,Бишкек
Национальная комиссия по государственному языку Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
Кадамжайская районная государственная администрация,39.9814297,71.7622481,Баткенская область,Кадамжай
Мэрия города Таш-Кумыр,41.3453341,72.2221594,Джалал-Абадская область,Таш-Кумыр
Лейлекский районный суд,39.8380926,69.5278995,Баткенская область,Исфана
Ноокенский районный суд,41.0639594,72.6366267,Джалал-Абадская область,Ноокен
Судебный департамент при Верховном суде Кыргызской Республики,42.8796081,74.605566,Чуйская область,Бишкек
