Мэрия города Кочкор-Ата,41.0371185,72.4790696,Джалал-Абадская область,Кочкор-Ата
"Департамент развития питьевого водоснабжения и водоотведения Государственного агентства архитектуры, строительства и жилищно-коммунального хозяйства",42.8723671,74.587115,Чуйская область,Бишкек
Государственная администрация Таласского района Таласской области,42.2867339,72.5204827,Таласская область,Талас
Иссык-Кульский межрайонный суд,42.643763,77.0646098,Иссык-Кульская область,Чолпон-Ата
Национальный статистический комитет Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
"Государственное агентство архитектуры, строительства и жилищно-коммунального хозяйства",42.8723671,74.587115,Чуйская область,Бишкек
Государственная инспекция по экологической и технической безопасности при Правительстве Кыргызской Республики,42.8432396,74.6052159,Чуйская область,Бишкек
Полномочное представительство Правительства Кыргызской Республики в Ошской области,39.8407366,72.8988069,Ошская область,Ош
Жайылский районный суд,42.8212845,73.8493574,Чуйская область,Кара-Балта
"Министерство сельского хозяйства, пищевой промышленности и мелиорации Кыргызской Республики",42.8505773,74.5922886,Чуйская область,Бишкек
Государственная администрация Кара-Сууйского района Ошской области,40.4122845,72.9932969,Ошская область,Кара-Суу
Тогуз-Тороузский районный суд,41.4078016,74.0273347,Нарынская область,Казарман
Ошский областной суд,40.5267095,72.7964777,Ошская область,Ош
Государственная  служба по контролю наркотиков при Правительстве Кыргызской Республики (ликвидировано),42.8675302,74.6038115,Чуйская область,Бишкек
ДПЗи ГСЭН Министерство здравоохранения Кыргызской Республики,42.8695405,74.5954743,Чуйская область,Бишкек
Тюпская районная государственная администрация,42.7267583,78.3544278,Иссык-Кульская область,Тюп
Государственная администрация Ала-Букинского района Джалал-Абадской области,41.106808,72.8988069,Джалал-Абадская область,Ала-Бука
Гор.кенеш г.Майлуу-Суу,41.248221,72.455402,Джалал-Абадская область,Майли Суу
Мэрия гор. Талас,42.5220645,72.2503999,Таласская область,Талас
Таш-Кумырский городской кенеш,41.3373738,72.2186128,Джалал-Абадская область,Таш-Кумыр
Государственный центр судебных экспертиз при Министерстве юстиции Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
Мэрия города Чолпон Ата,42.6498795,77.0857616,Иссык-Кульская область,Чолпон-Ата
Государственная администрация Кадамжайского района Баткенской области,40.1307182,71.7225695,Баткенская область,Кадамжай
Фон по управлению госимуществом,42.8675302,74.6038115,Чуйская область,Бишкек
Конституционная палата Верховного суда Кыргызской Республики,42.8796081,74.605566,Чуйская область,Бишкек
Фонд по управлению госимуществом,42.8675302,74.6038115,Чуйская область,Бишкек
Центральная избирательная комиссия,42.8675302,74.6038115,Чуйская область,Бишкек
Жалал-Абадский межрайонный суд,40.9313675,72.9774701,Джалал-Абадская область,Джалал Абад
Государственная администрация Аксыйского  района Джалал-Абадской области,41.6732568,72.0468164,Джалал-Абадская область,Джалал Абад
Государственная инспекция по ветеринарной и фитосанитарной безопасности,42.8675302,74.6038115,Чуйская область,Бишкек
Ак-Талинский районный суд,41.2690023,74.9562313,Нарынская область,Баетово
Государственная инспекция по ветеринарной и фитосанитарной безопасности при Правительстве Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
Манасская районная государственная администрация,42.6677981,71.8096941,Таласская область,Манас
первомайский районный суд г.Бишкек,42.8650908,74.6103052,Чуйская область,Бишкек
Кеминский районный суд,42.788751,75.699485,Чуйская область,Кемин
Департамент по предупреждению и ликвидации последствий черезвучайных ситуаций Министерство чрезвучайных ситуаций Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
Городской кенеш г.Нарын,41.4273946,75.9840587,Нарынская область,Нарын
Государственная администрация Сузакского района Джалал-Абадской области,40.9331541,72.9814877,Джалал-Абадская область,Джалал Абад
Гор.кенеш г.Нарын,41.4273946,75.9840587,Нарынская область,Нарын
Мэрия города Майлуу-Суу,41.248221,72.455402,Джалал-Абадская область,Майли Суу
Джети-Огузский районный суд,42.3410224,77.998795,Иссык-Кульская область,Кызыл-Суу
"Кыргызагробиоцентр Министерство сельского хозяйства, пищевой промышленности и мелиорации Кыргызской Республики",42.8675302,74.6038115,Чуйская область,Бишкек
Государственное агентство охраны окружающей среды и лесного хозяйства при Правительстве  Кыргызской Республики,42.8568906,74.6061364,Чуйская область,Бишкек
Мэрия г.Бишкек,42.8761068,74.5865111,Чуйская область,Бишкек
Мэрия гор. Кемин,42.7826536,75.6889657,Чуйская область,Кемин
Государственная администрация Аламудунского района Чуйской области,42.8432396,74.6052159,Чуйская область,Бишкек
Баткенская районная государственная администрация,39.9721425,69.8597406,Баткенская область,Баткен
Муниципальная администрация мэрии гор.Бишкек по Лененискому району,42.8746212,74.5697617,Чуйская область,Бишкек
Алайская районная государственная администрация,40.3134184,73.433969,Ошская область,Гульча
Государственная администрация Тогуз-Тороузского района Джалал-Абадской области,41.3648343,74.123996,Джалал-Абадская область,Тогуз-тороо
"Государственный комитет промышленности, энергетики и недропользования Кыргызской Республики",42.8645992,74.6050978,Чуйская область,Бишкек
Министерство здравоохранения Кыргызской Республики,42.8695405,74.5954743,Чуйская область,Бишкек
Чуйский районный суд,42.8796081,74.605566,Чуйская область,Бишкек
Мэрия гор. Исфана,39.8385107,69.5254607,Баткенская область,Исфана
Полномочное  представительство КР в ЭС СНГ,42.8675302,74.6038115,Чуйская область,Бишкек
Департамент капитального строительства по предупреждению и ликвидации последствий чрезвычайных ситуаций Министерство чрезвучайных ситуаций Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
"Республиканская государственная семинная инспекция Министерство сельского хозяйства, пищевой промышленности и мелиорации Кыргызской Республики",42.8675302,74.6038115,Чуйская область,Бишкек
Узгенская районная государственная администрация,40.7696294,73.3043657,Джалал-Абадская область,Узген
Мэрия города Чолпон-Ата,42.6498795,77.0857616,Иссык-Кульская область,Чолпон-Ата
Государственное агентство связи,42.8675302,74.6038115,Чуйская область,Бишкек
Полномочное представительство Правительства КР в Иссык-Кульской области,42.1859428,77.5619419,Иссык-Кульская область,Каракол
Кызыл-Кийский городской суд,40.2608735,72.1370995,Ошская область,Кызыл-Кия
Аксыйский районный суд,41.3453341,72.2221594,Джалал-Абадская область,Таш-Кумыр
Мэрия города Талас,42.5220645,72.2503999,Таласская область,Талас
Государственная администрация Сузакского   района Джалал-Абадской области,40.9331541,72.9814877,Джалал-Абадская область,Джалал Абад
Государственное агентство  антимонопольного регулирования при Правительстве Кыргызской Республики,42.8474863,74.6111691,Чуйская область,Бишкек
Мэрия гор. Балыкчы,42.4624691,76.1899661,Иссык-Кульская область,Балыкчи
Государственное агентство охраны окружающей среды и лесного хозяйства при Правительстве Кыргызской Республики,42.8568906,74.6061364,Чуйская область,Бишкек
Городской кенеш г.Сулюкта,39.9338165,69.5678329,Баткенская область,Сулюкта
Государственное агентство антимонопольного регулирования,42.8474863,74.6111691,Чуйская область,Бишкек
Мэрия гор. Таш-Комур,41.3373738,72.2186128,Джалал-Абадская область,Таш-Кумыр
Мэрия города Ош,40.516426,72.8047748,Ошская область,Ош
Чуйский межрайонный суд,42.8533047,74.579512,Чуйская область,Бишкек
Департамент по делам банкротства при Министерстве экономики Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
Жалал-Абадский городской суд,40.925507,73.0069158,Джалал-Абадская область,Джалал Абад
Государственная администрация Московского района Чуйской области,42.7103894,74.07701,Чуйская область,Беловодское
Архивное агентство при ГРС при ПКР,42.8675302,74.6038115,Чуйская область,Бишкек
Государственная администрация Ноокенского  района Джалал-Абадской области,41.1414007,72.6151169,Джалал-Абадская область,Ноокен
Государственная администрация Джеты-Огузского района Иссык-Кульской области,42.1859428,77.5619419,Иссык-Кульская область,Джеты-Огуз
Министерство транспорта и дорог Кыргызской Республики,42.8709139,74.5906753,Чуйская область,Бишкек
"Центр экспертизы зерна  Министерство сельского хозяйства, пищевой промышленности и мелиорации Кыргызской Республики",42.8675302,74.6038115,Чуйская область,Бишкек
Джеты-Огузская районная государственная администрация,41.7758195,78.1108279,Иссык-Кульская область,Джеты-Огуз
Чон-Алайская районная государственная администрация,39.4982257,72.236379,Ошская область,Чон-Алай
Фонд госматрезервов,42.8675302,74.6038115,Чуйская область,Бишкек
Агенство гражданской авиации Министерство транспорта и дорог Кыргызской Республики,42.8416313,74.5784014,Чуйская область,Бишкек
Мэрия гор. Чолпон-Ата,42.6498795,77.0857616,Иссык-Кульская область,Чолпон-Ата
Фонд Государственных материальных резервов при Правительстве Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
Мэрия гор. Ош,40.5139985,72.8160976,Ошская область,Ош
Полномочное представительство Правительства КР в Чуйской области,42.5655,74.4056612,Чуйская область,Токмок
Балыкчинский городской суд,42.4597404,76.1854704,Иссык-Кульская область,Балыкчи
Мэрия города Каракуль,41.6115296,72.6978931,Джалал-Абадская область,Каракуль
Ала-Букинская районная государственная администрация,41.4073135,71.4864932,Джалал-Абадская область,Ала-Бука
"Департамент водного хозяйства и мелиорации Министерство сельского хозяйства, пищевой промышленности и мелиорации Кыргызской Республики",42.8505773,74.5922886,Чуйская область,Бишкек
Институт Омбудсмена Кыргызской Республики,42.8768005,74.6091468,Чуйская область,Бишкек
"Департамента механизации и энергообеспечения с/х Министерство сельского хозяйства, пищевой промышленности и мелиорации Кыргызской Республики",42.8675302,74.6038115,Чуйская область,Бишкек
Государственное агентсво связи,42.8675302,74.6038115,Чуйская область,Бишкек
Мэрия города Бишкек,42.8761068,74.5865111,Чуйская область,Бишкек
Государственной инспекции по метрологическому надзору при Министерстве экономики Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
Кара-Кулжинская районная государственная администрация,40.634189,73.5906105,Джалал-Абадская область,Кара Кулжа
Государственная  таможенная служба при Правительстве Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
Государственное агентство по делам местного самоуправления,42.8752633,74.6128675,Чуйская область,Бишкек
Военный суд Ошского гарнизона,40.5139985,72.8160976,Ошская область,Ош
Чон-Алайский районный суд,39.4982257,72.236379,Ошская область,Чон-Алай
Полномочное представительство Правительства Кыргызской Республики в Чуйской области,42.822377,75.3178952,Чуйская область,Токмок
Аксыйская районная государственная администрация,41.6732568,72.0468164,Джалал-Абадская область,Аксы
Мэрия гор.Кадамжай,40.1307182,71.7225695,Баткенская область,Кадамжай
Полномочное представительство Правительства Кыргызской Республики в Иссык-Кульской области,42.1859428,77.5619419,Иссык-Кульская область,Каракол
Государственная администрация Алайского района Ошской области,39.8586254,73.5594128,Ошская область,Алай
Базар-Коргонский районный суд,41.0384281,72.7441252,Джалал-Абадская область,Базар Коргон
Гор. кенеш г.Талас,42.775607,71.5212058,Таласская область,Талас
Департамент Государственных закупок Министерство финансов Кыргызской Республики,42.8808181,74.6064033,Чуйская область,Бишкек
Узгенский районный суд,40.7696294,73.3043657,Джалал-Абадская область,Узген
Нарынский городской суд,41.4289795,75.9993343,Нарынская область,Нарын
"Министерство культуры, информации и туризма Кыргызской Республики",42.8767228,74.6053765,Чуйская область,Бишкек
Государственное агентство «Сельводзащита» Министерство чрезвучайных ситуаций Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
Баткенский городской кенеш,39.9721425,69.8597406,Баткенская область,Баткен
"Департамент развития питьевого водоснабжения и водоотведения при Государственном агентстве архитектуры, строительства и жилищно-коммунального хозяйства при Правительстве Кыргызской Республики",42.8675302,74.6038115,Чуйская область,Бишкек
Конституционная палата Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
Аппарат Правительства Кыргызской Республики,42.8800704,74.6039909,Чуйская область,Бишкек
Государственная администрация Тогуз-Тороузского района Джалал-Абадской области,41.3648343,74.123996,Джалал-Абадская область,Тогуз-тороо
Ак-Суйский районный суд,42.5011859,78.5259428,Иссык-Кульская область,Теплоключенка
Фонд обязательного медицинского страхования,42.8675302,74.6038115,Чуйская область,Бишкек
Государственная администрация Тюпского района Иссык-Кульской области,42.1859428,77.5619419,Иссык-Кульская область,Тюп
Муниципальная администрация мэрии г.Бишкек по Ленинскому административному району,42.8761068,74.5865111,Чуйская область,Бишкек
Государственная служба регулирования и надзора за финансовым рынком при Правительстве Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
Мэрия гор. Кара-Балта,42.8014367,73.8519242,Чуйская область,Жайыл
Мэрия города Кызыл-Кия,40.2589098,72.1314662,Ошская область,Кызыл-Кия
Агентство по гидрометеорологии Министерство чрезвучайных ситуаций Кыргызской Республики,42.8660713,74.5892218,Чуйская область,Бишкек
Мэрия гор. Нарын,41.4286029,75.9982497,Нарынская область,Нарын
Каракольский городской кенеш,42.4782102,78.3955986,Иссык-Кульская область,Каракол
Военный суд Баткенского гарнизона,40.0536531,70.8141786,Баткенская область,Баткен
Агентство по обращению с хвостохранилищами Министерство чрезвучайных ситуаций Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
Бишкекский гарнизонный военный суд,42.8675302,74.6038115,Чуйская область,Бишкек
Мэрия города Кара-Куль,41.6115296,72.6978931,Джалал-Абадская область,Токтогул
Мэрия гор.Сулюкта,39.9338165,69.5678329,Баткенская область,Сулюкта
Иссык-Кульский районный суд,42.643763,77.0646098,Иссык-Кульская область,Чолпон-Ата
Департамент  рационального  использования  природных ресурсов Государственного агентства охраны окружающей среды и лесного хозяйства при Правительстве Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
Аламунская районная государственная администрация,42.8834949,74.6684127,Чуйская область,Лебединовка
Судебный департамент,42.8675302,74.6038115,Чуйская область,Бишкек
Тааласский районный суд,42.2867339,72.5204827,Таласская область,Талас
Таласский межрайонный суд,42.2867339,72.5204827,Таласская область,Талас
Верховный суд Кыргызской Республики,42.8796081,74.605566,Чуйская область,Бишкек
Агенство начального и среднего профессионального образования  Министерство образования и науки Кыргызской Республики,42.8723247,74.5878286,Чуйская область,Бишкек
Департамент регистрации населения и актов гражданского состояния Государственная регистрационная служба при Правительстве Кыргызской Республики,42.8741398,74.6135307,Чуйская область,Бишкек
Мэрия города Кант,42.8978256,74.8432392,Чуйская область,Кант
Ак-Суйская районная государственная администрация,42.8978256,74.8432392,Чуйская область,Кант
Государственная администрация Сокулукского района Чуйской области,42.7816574,74.3118212,Чуйская область,Сокулук
"Государственное агентство архитектуры, строительства и жилищно-коммунального хозяйства",42.8723671,74.587115,Чуйская область,Бишкек
Городской кенеш г.Токмок,42.822377,75.3178952,Чуйская область,Токмок
Мэрия гор.Кызыл-Кия,40.2589098,72.1314662,Ошская область,Кызыл-Кия
"Министерство культуры, информации и туризма КР Кыргызской Республики",42.8767228,74.6053765,Чуйская область,Бишкек
Государственное агентство по делам местного самоуправления и межэтнических отношений при Правительстве Кыргызской Республики,42.8752633,74.6128675,Чуйская область,Бишкек
Высшая аттестационная комиссия Кыргызской Республики,42.864577,74.6050684,Чуйская область,Бишкек
Государственное  агенства по управлению бюджетными кредитами Министерство финансов Кыргызской Республики,41.20438,74.766098,Чуйская область,Бишкек
Мэрия гор. Айдаркен,39.9370531,71.3408707,Баткенская область,Айдаркен
Мэрия гор. Токмок,42.8374304,75.2994897,Чуйская область,Токмок
Кара-Сууйская районная государственная администрация,40.7077046,72.888064,Ошская область,Кара-Суу
Токтогульский районный суд,41.8760133,72.9401509,Джалал-Абадская область,Токтогул
Мэрия гор.  Токтогул,41.8760133,72.9401509,Джалал-Абадская область,Токтогул
"Департамент информации и массовых коммуникаций Министерство культуры, информации и туризма Кыргызской Республики",41.20438,74.766098,Чуйская область,Бишкек
Иссык-Кульская районная государственная администрация,42.6414501,77.0665649,Чуйская область,Бишкек
Мэрия гор. Кант,42.8978256,74.8432392,Чуйская область,Кант
Государственная кадровая служба КР,42.8716,74.595333,Чуйская область,Бишкек
Ошский городской кенеш,40.6362191,73.4253876,Ошская область,Кара Кулжа
Сузакский районный суд,40.9111734,72.9241282,Джалал-Абадская область,Сузак
Мэрия гор.Бишкек,42.8761068,74.5865111,Чуйская область,Бишкек
Центральная залоговая регистрационная контора при Министерстве юстиции Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
Государственная администрация Ысык-Атинского района Чуйской области,42.8432396,74.6052159,Чуйская область,Бишкек
Государственное агентство по регулированию  топливно-энергетического комплекса,42.8675302,74.6038115,Чуйская область,Бишкек
Государственное агентствопо делам местного самоуправления и межэтнических отношений при Правительстве Кыргызской Республики,42.8752633,74.6128675,Чуйская область,Бишкек
Мэрия гор. Токмок,42.8374304,75.2994897,Чуйская область,Токмок
Панфиловская районная государственная администрация,42.8752633,74.6128675,Чуйская область,Бишкек
Полномочное представительство Правительства Кыргызской Республики в Таласской области,42.2867339,72.5204827,Таласская область,Талас
Мэрия гор.Айдаркен,39.9370531,71.3408707,Баткенская область,Айдаркен
Государственное агенство автомобильного и водного транспорта Министерство транспорта и дорог Кыргызской Республики,42.8742794,74.5974329,Чуйская область,Бишкек
"Государственного селекционно-племенной центр Министерство сельского хозяйства, пищевой промышленности и мелиорации Кыргызской Республики",42.8742794,74.5974329,Чуйская область,Бишкек
Национальная Гвардия Кыргызской Республики,42.8742794,74.5974329,Чуйская область,Бишкек
Таласская районная государственная администрация,42.2867339,72.5204827,Таласская область,Талас
Военный суд Бишкекского гарнизона,42.8675302,74.6038115,Чуйская область,Бишкек
Ала-Букинский районный суд,41.4073135,71.4864932,Джалал-Абадская область,Ала-Бука
Мэрия гор.  Айдаркен,39.9370531,71.3408707,Баткенская область,Айдаркен
Департамент кадастра и регистрации прав на недвижимое имущество Государственная регистрационная служба при Правительстве Кыргызской Республики,42.87228,74.587117,Чуйская область,Бишкек
Департамент карантина растений Министерства сельского хозяйства и перерабатываемой  промышленности Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
Верзовный суд КР,42.8796081,74.605566,Чуйская область,Бишкек
Агентство государственной противопожарной службы Министерство чрезвучайных ситуаций Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
Министерство иностранных дел,42.8800996,74.6078539,Чуйская область,Бишкек
Чаткальский районный суд,41.8241681,71.097317,Джалал-Абадская область,Чаткал
Государственное агентство по делам местного самоуправления и межэтнических отношений при Правительстве Кыргызской Республики,42.8752633,74.6128675,Чуйская область,Бишкек
Центральная залоговая регистрацонная контора Министерство юстиции Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
Мэрия города Токмок,42.8374304,75.2994897,Чуйская область,Токмок
Государственная администрация Тогуз-Тороузского района Джалал-Абадской области,41.3648343,74.123996,Джалал-Абадская область,Тогуз-тороо
"Государственное агентство архитектуры, строительства и жилищно-коммунального хозяйства при Правительстве Кыргызской Республики",42.8723671,74.587115,Чуйская область,Бишкек
Кара-Кульский городской суд,41.6191491,72.6536175,Джалал-Абадская область,Кара Куль
Ак-Суйский районый суд,42.5011859,78.5259428,Иссык-Кульская область,Теплоключенка
Панфиловский районный суд,42.8796081,74.605566,Чуйская область,Бишкек
Управление делами ЖК КР,42.8675302,74.6038115,Чуйская область,Бишкек
Государственное агентство по регулированию топливно-энергетического комплекса при Правительстве Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
Мэрия города Кемин,42.7826536,75.6889657,Чуйская область,Кемин
"Департамент кинематографии Министерство культуры, информации и туризма Кыргызской Республики",42.8675302,74.6038115,Чуйская область,Бишкек
Араванский районный суд,40.5104913,72.500241,Ошская область,Араван
Бишкекский городсой суд,42.8704385,74.6026989,Чуйская область,Бишкек
"Департамент химизации и защиты растений Министерство сельского хозяйства, пищевой промышленности и мелиорации Кыргызской Республики",42.8687079,74.575508,Чуйская область,Бишкек
Департамент социального обеспечения Министерство труда и социального развития Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
Служба анализа и прогнозирования рисков национальной безопасности Государственного комитета национальной безопасности Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
Кара-Бууринский районный суд,42.467206,71.2874209,Таласская область,Кара Буура
Бишкекский городской кенеш,42.8704385,74.6026989,Чуйская область,Бишкек
Высшая аттестационная комиссия Кыргызской Республики,42.864577,74.6050684,Чуйская область,Бишкек
Кызыл-Кийский городской кенеш,40.2487413,72.1297653,Баткенская область,Кызыл-Кия
Мэрия гор. Токмок,42.8374304,75.2994897,Чуйская область,Токмок
"Департамент туризма Министерство культуры, информации и туризма  Кыргызской Республики",42.8767228,74.6053765,Чуйская область,Бишкек
Судебный департамент Верховный суд КР,42.8675302,74.6038115,Чуйская область,Бишкек
Гор. кенеш г. Сулюкта,39.9338165,69.5678329,Баткенская область,Сулюкта
Государственное агентство охраны окружающей среды и лесного хозяйства при  Правительстве Кыргызской Республики,42.8568906,74.6061364,Чуйская область,Бишкек
Министерство финансов Кыргызской Республики,42.8808181,74.6064033,Чуйская область,Бишкек
Майлуу-Суйский районный суд,41.2599046,72.4679781,Джалал-Абадская область,Ноокен
Государственное агенство по продвижению инвестиций и экспорта при Министерстве экономики Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
Ноокатский районный суд,40.2642893,72.6175965,Ошская область,Ноокат
Кара-Кульжинский районный суд,40.634189,73.5906105,Джалал-Абадская область,Кара Кулжа
"Департамент пастбищ Министерство сельского хозяйства, пищевой промышленности и мелиорации Кыргызской Республики",42.8675302,74.6038115,Чуйская область,Бишкек
Джумгальский районный суд,41.9266095,74.5180672,Нарынская область,Чаек
Гор.кенеш г.Таш-Кумыр,41.3373738,72.2186128,Джалал-Абадская область,Таш-Кумыр
Мэрия гор.Ош,40.5139985,72.8160976,Ошская область,Ош
"Департамент мониторинга, прогнозирование  чрезвучайных ситуаций Министерство чрезвучайных ситуаций Кыргызской Республики",42.8675302,74.6038115,Чуйская область,Бишкек
Центр государственнного регулировния в сфере охраны окружающей среды и экологической безопасности при Государственном агентстве охраны окружающей среды и лесного хозяйства при Правительстве Кыргызской Республики,42.8675302,74.6038115,Чуйская область,Бишкек
"Департамент рыбного хозяйства Министерство сельского хозяйства, пищевой промышленности и мелиорации Кыргызской Республики",42.8675302,74.6038115,Чуйская область,Бишкек
Городской кенеш г.Кара-Куль,42.775607,71.5212058,Таласская область,Манас
